Step,Molecule,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Potential_Energy,Kinetic_Energy,Current_Temperature,Total_Energy
50,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533005,1.005514,-0.121962
100,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533005,1.005514,-0.121962
150,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533005,1.005514,-0.121962
200,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533005,1.005514,-0.121962
250,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121962
300,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
350,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
400,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
450,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
500,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
550,0,1.000624,0.821024,0.130588,-0.690797,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
600,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
650,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744390,-1.719564,-1.410924,-0.224414,-0.654967,0.533006,1.005514,-0.121961
700,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121961
750,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121961
800,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
850,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
900,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
950,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
1000,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
1050,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
1100,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
1150,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533007,1.005514,-0.121960
1200,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121960
1250,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121960
1300,0,1.000624,0.821024,0.130588,-0.690798,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1350,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744391,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1400,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1450,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1500,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1550,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1600,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1650,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533008,1.005514,-0.121959
1700,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121959
1750,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
1800,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
1850,0,1.000624,0.821024,0.130588,-0.690799,-0.186264,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
1900,0,1.000624,0.821024,0.130588,-0.690799,-0.186265,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
1950,0,1.000624,0.821024,0.130588,-0.690799,-0.186265,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
2000,0,1.000624,0.821024,0.130588,-0.690799,-0.186265,-0.744392,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
2050,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
2100,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533009,1.005514,-0.121958
2150,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121958
2200,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121958
2250,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2300,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2350,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2400,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2450,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2500,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2550,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2600,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533010,1.005514,-0.121957
2650,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121957
2700,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744393,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
2750,0,1.000624,0.821024,0.130588,-0.690800,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
2800,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
2850,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
2900,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
2950,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
3000,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
3050,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533011,1.005514,-0.121956
3100,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121956
3150,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121956
3200,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3250,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3300,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3350,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3400,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744394,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3450,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3500,0,1.000624,0.821024,0.130588,-0.690801,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3550,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533012,1.005514,-0.121955
3600,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121955
3650,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121955
3700,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
3750,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
3800,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
3850,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
3900,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
3950,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
4000,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
4050,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744395,-1.719564,-1.410924,-0.224414,-0.654967,0.533013,1.005514,-0.121954
4100,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121954
4150,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4200,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4250,0,1.000624,0.821024,0.130588,-0.690802,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4300,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4350,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4400,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4450,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4500,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533014,1.005514,-0.121953
4550,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121953
4600,0,1.000624,0.821024,0.130588,-0.690803,-0.186265,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121953
4650,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4700,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4750,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744396,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4800,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4850,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4900,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
4950,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
5000,0,1.000624,0.821024,0.130588,-0.690803,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533015,1.005514,-0.121952
5050,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121952
5100,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5150,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5200,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5250,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5300,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5350,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5400,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5450,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744397,-1.719564,-1.410924,-0.224414,-0.654967,0.533016,1.005514,-0.121951
5500,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121951
5550,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121951
5600,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5650,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5700,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5750,0,1.000624,0.821024,0.130588,-0.690804,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5800,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5850,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5900,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
5950,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533017,1.005514,-0.121950
6000,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121950
6050,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121950
6100,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6150,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744398,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6200,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6250,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6300,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6350,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6400,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533018,1.005514,-0.121949
6450,0,1.000624,0.821024,0.130588,-0.690805,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121949
6500,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121949
6550,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6600,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6650,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6700,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6750,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6800,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744399,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6850,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6900,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533019,1.005514,-0.121948
6950,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121948
7000,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121948
7050,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7100,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7150,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7200,0,1.000624,0.821024,0.130588,-0.690806,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7250,0,1.000624,0.821024,0.130588,-0.690807,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7300,0,1.000624,0.821024,0.130588,-0.690807,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7350,0,1.000624,0.821024,0.130588,-0.690807,-0.186266,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7400,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533020,1.005514,-0.121947
7450,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121947
7500,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744400,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7550,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7600,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7650,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7700,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7750,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7800,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7850,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533021,1.005514,-0.121946
7900,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121946
7950,0,1.000624,0.821024,0.130588,-0.690807,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121946
8000,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8050,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8100,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8150,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8200,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744401,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8250,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8300,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8350,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533022,1.005514,-0.121945
8400,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121945
8450,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121945
8500,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8550,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8600,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8650,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8700,0,1.000624,0.821024,0.130588,-0.690808,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8750,0,1.000624,0.821024,0.130588,-0.690809,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8800,0,1.000624,0.821024,0.130588,-0.690809,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533023,1.005514,-0.121944
8850,0,1.000624,0.821024,0.130588,-0.690809,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533024,1.005514,-0.121944
8900,0,1.000624,0.821024,0.130588,-0.690809,-0.186267,-0.744402,-1.719564,-1.410924,-0.224414,-0.654967,0.533024,1.005514,-0.121944
