Step,Molecule,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Potential_Energy,Kinetic_Energy,Current_Temperature,Total_Energy
53750,0,1.000624,0.821024,0.130588,-0.690869,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533117,1.005515,-0.121850
53800,0,1.000624,0.821024,0.130588,-0.690869,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533117,1.005515,-0.121850
53850,0,1.000624,0.821024,0.130588,-0.690869,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533117,1.005515,-0.121850
53900,0,1.000624,0.821024,0.130588,-0.690870,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533117,1.005515,-0.121850
53950,0,1.000624,0.821024,0.130588,-0.690870,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121850
54000,0,1.000624,0.821024,0.130588,-0.690870,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121850
54050,0,1.000624,0.821024,0.130588,-0.690870,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121850
54100,0,1.000624,0.821024,0.130588,-0.690870,-0.186283,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54150,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54200,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744468,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54250,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54300,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54350,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54400,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533118,1.005515,-0.121849
54450,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121849
54500,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121849
54550,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54600,0,1.000624,0.821024,0.130588,-0.690870,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54650,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54700,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54750,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54800,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54850,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533119,1.005515,-0.121848
54900,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744469,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121848
54950,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121848
55000,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121848
55050,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55100,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55150,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55200,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55250,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55300,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55350,0,1.000624,0.821024,0.130588,-0.690871,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533120,1.005515,-0.121847
55400,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121847
55450,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121847
55500,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121847
55550,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55600,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744470,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55650,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55700,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55750,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55800,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55850,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533121,1.005515,-0.121846
55900,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121846
55950,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121846
56000,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56050,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56100,0,1.000624,0.821024,0.130588,-0.690872,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56150,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56200,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56250,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744471,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56300,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533122,1.005515,-0.121845
56350,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121845
56400,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121845
56450,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121845
56500,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56550,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56600,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56650,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56700,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56750,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56800,0,1.000624,0.821024,0.130588,-0.690873,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533123,1.005515,-0.121844
56850,0,1.000624,0.821024,0.130588,-0.690874,-0.186284,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121844
56900,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121844
56950,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744472,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57000,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57050,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57100,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57150,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57200,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57250,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533124,1.005515,-0.121843
57300,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121843
57350,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121843
57400,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121843
57450,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57500,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57550,0,1.000624,0.821024,0.130588,-0.690874,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57600,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57650,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744473,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57700,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57750,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533125,1.005515,-0.121842
57800,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121842
57850,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121842
57900,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121842
57950,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58000,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58050,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58100,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58150,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58200,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58250,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533126,1.005515,-0.121841
58300,0,1.000624,0.821024,0.130588,-0.690875,-0.186285,-0.744474,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121841
58350,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121841
58400,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58450,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58500,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58550,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58600,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58650,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58700,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533127,1.005515,-0.121840
58750,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121840
58800,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121840
58850,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121840
58900,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
58950,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59000,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744475,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59050,0,1.000624,0.821024,0.130588,-0.690876,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59100,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59150,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59200,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533128,1.005515,-0.121839
59250,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121839
59300,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121839
59350,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59400,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59450,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59500,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59550,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59600,0,1.000624,0.821024,0.130588,-0.690877,-0.186285,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59650,0,1.000624,0.821024,0.130588,-0.690877,-0.186286,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533129,1.005515,-0.121838
59700,0,1.000624,0.821024,0.130588,-0.690877,-0.186286,-0.744476,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121838
59750,0,1.000624,0.821024,0.130588,-0.690877,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121838
59800,0,1.000624,0.821024,0.130588,-0.690877,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121838
59850,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
59900,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
59950,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
60000,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
60050,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
60100,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
60150,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533130,1.005515,-0.121837
60200,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121837
60250,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121837
60300,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121837
60350,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60400,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744477,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60450,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60500,0,1.000624,0.821024,0.130588,-0.690878,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60550,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60600,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60650,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533131,1.005515,-0.121836
60700,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121836
60750,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121836
60800,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
60850,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
60900,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
60950,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
61000,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
61050,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744478,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
61100,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533132,1.005515,-0.121835
61150,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121835
61200,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121835
61250,0,1.000624,0.821024,0.130588,-0.690879,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121835
61300,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61350,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61400,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61450,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61500,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61550,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61600,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533133,1.005515,-0.121834
61650,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121834
61700,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121834
61750,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744479,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
61800,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
61850,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
61900,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
61950,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
62000,0,1.000624,0.821024,0.130588,-0.690880,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
62050,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533134,1.005515,-0.121833
62100,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121833
62150,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121833
62200,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121833
62250,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62300,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62350,0,1.000624,0.821024,0.130588,-0.690881,-0.186286,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62400,0,1.000624,0.821024,0.130588,-0.690881,-0.186287,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62450,0,1.000624,0.821024,0.130588,-0.690881,-0.186287,-0.744480,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62500,0,1.000624,0.821024,0.130588,-0.690881,-0.186287,-0.744481,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62550,0,1.000624,0.821024,0.130588,-0.690881,-0.186287,-0.744481,-1.719564,-1.410924,-0.224414,-0.654967,0.533135,1.005515,-0.121832
62600,0,1.000624,0.821024,0.130588,-0.690881,-0.186287,-0.744481,-1.719564,-1.410924,-0.224414,-0.654967,0.533136,1.005515,-0.121832
